txtdate,intdate,recession_indicator,country
40391,20100801,f,DE
40392,20100802,f,DE
40393,20100803,f,DE
40394,20100804,f,DE
40395,20100805,f,DE
40396,20100806,f,DE
40397,20100807,f,DE
40398,20100808,f,DE
40399,20100809,f,DE
40400,20100810,f,DE
40401,20100811,f,DE
40402,20100812,f,DE
40403,20100813,f,DE
40404,20100814,f,DE
40405,20100815,f,DE
40406,20100816,f,DE
40407,20100817,f,DE
40408,20100818,f,DE
40409,20100819,f,DE
40410,20100820,f,DE
40411,20100821,f,DE
40412,20100822,f,DE
40413,20100823,f,DE
40414,20100824,f,DE
40415,20100825,f,DE
40416,20100826,f,DE
40417,20100827,f,DE
40418,20100828,f,DE
40419,20100829,f,DE
40420,20100830,f,DE
40421,20100831,f,DE
40422,20100901,f,DE
40423,20100902,f,DE
40424,20100903,f,DE
40425,20100904,f,DE
40426,20100905,f,DE
40427,20100906,f,DE
40428,20100907,f,DE
40429,20100908,f,DE
40430,20100909,f,DE
40431,20100910,f,DE
40432,20100911,f,DE
40433,20100912,f,DE
40434,20100913,f,DE
40435,20100914,f,DE
40436,20100915,f,DE
40437,20100916,f,DE
40438,20100917,f,DE
40439,20100918,f,DE
40440,20100919,f,DE
40441,20100920,f,DE
40442,20100921,f,DE
40443,20100922,f,DE
40444,20100923,f,DE
40445,20100924,f,DE
40446,20100925,f,DE
40447,20100926,f,DE
40448,20100927,f,DE
40449,20100928,f,DE
40450,20100929,f,DE
40451,20100930,f,DE
40452,20101001,f,DE
40453,20101002,f,DE
40454,20101003,f,DE
40455,20101004,f,DE
40456,20101005,f,DE
40457,20101006,f,DE
40458,20101007,f,DE
40459,20101008,f,DE
40460,20101009,f,DE
40461,20101010,f,DE
40462,20101011,f,DE
40463,20101012,f,DE
40464,20101013,f,DE
40465,20101014,f,DE
40466,20101015,f,DE
40467,20101016,f,DE
40468,20101017,f,DE
40469,20101018,f,DE
40470,20101019,f,DE
40471,20101020,f,DE
40472,20101021,f,DE
40473,20101022,f,DE
40474,20101023,f,DE
40475,20101024,f,DE
40476,20101025,f,DE
40477,20101026,f,DE
40478,20101027,f,DE
40479,20101028,f,DE
40480,20101029,f,DE
40481,20101030,f,DE
40482,20101031,f,DE
40483,20101101,f,DE
40484,20101102,f,DE
40485,20101103,f,DE
40486,20101104,f,DE
40487,20101105,f,DE
40488,20101106,f,DE
40489,20101107,f,DE
40490,20101108,f,DE
40491,20101109,f,DE
40492,20101110,f,DE
40493,20101111,f,DE
40494,20101112,f,DE
40495,20101113,f,DE
40496,20101114,f,DE
40497,20101115,f,DE
40498,20101116,f,DE
40499,20101117,f,DE
40500,20101118,f,DE
40501,20101119,f,DE
40502,20101120,f,DE
40503,20101121,f,DE
40504,20101122,f,DE
40505,20101123,f,DE
40506,20101124,f,DE
40507,20101125,f,DE
40508,20101126,f,DE
40509,20101127,f,DE
40510,20101128,f,DE
40511,20101129,f,DE
40512,20101130,f,DE
40513,20101201,f,DE
40514,20101202,f,DE
40515,20101203,f,DE
40516,20101204,f,DE
40517,20101205,f,DE
40518,20101206,f,DE
40519,20101207,f,DE
40520,20101208,f,DE
40521,20101209,f,DE
40522,20101210,f,DE
40523,20101211,f,DE
40524,20101212,f,DE
40525,20101213,f,DE
40526,20101214,f,DE
40527,20101215,f,DE
40528,20101216,f,DE
40529,20101217,f,DE
40530,20101218,f,DE
40531,20101219,f,DE
40532,20101220,f,DE
40533,20101221,f,DE
40534,20101222,f,DE
40535,20101223,f,DE
40536,20101224,f,DE
40537,20101225,f,DE
40538,20101226,f,DE
40539,20101227,f,DE
40540,20101228,f,DE
40541,20101229,f,DE
40542,20101230,f,DE
40543,20101231,f,DE
40544,20110101,f,DE
40545,20110102,f,DE
40546,20110103,f,DE
40547,20110104,f,DE
40548,20110105,f,DE
40549,20110106,f,DE
40550,20110107,f,DE
40551,20110108,f,DE
40552,20110109,f,DE
40553,20110110,f,DE
40554,20110111,f,DE
40555,20110112,f,DE
40556,20110113,f,DE
40557,20110114,f,DE
40558,20110115,f,DE
40559,20110116,f,DE
40560,20110117,f,DE
40561,20110118,f,DE
40562,20110119,f,DE
40563,20110120,f,DE
40564,20110121,f,DE
40565,20110122,f,DE
40566,20110123,f,DE
40567,20110124,f,DE
40568,20110125,f,DE
40569,20110126,f,DE
40570,20110127,f,DE
40571,20110128,f,DE
40572,20110129,f,DE
40573,20110130,f,DE
40574,20110131,f,DE
40575,20110201,f,DE
40576,20110202,f,DE
40577,20110203,f,DE
40578,20110204,f,DE
40579,20110205,f,DE
40580,20110206,f,DE
40581,20110207,f,DE
40582,20110208,f,DE
40583,20110209,f,DE
40584,20110210,f,DE
40585,20110211,f,DE
40586,20110212,f,DE
40587,20110213,f,DE
40588,20110214,f,DE
40589,20110215,f,DE
40590,20110216,f,DE
40591,20110217,f,DE
40592,20110218,f,DE
40593,20110219,f,DE
40594,20110220,f,DE
40595,20110221,f,DE
40596,20110222,f,DE
40597,20110223,f,DE
40598,20110224,f,DE
40599,20110225,f,DE
40600,20110226,f,DE
40601,20110227,f,DE
40602,20110228,f,DE
40603,20110301,f,DE
40604,20110302,f,DE
40605,20110303,f,DE
40606,20110304,f,DE
40607,20110305,f,DE
40608,20110306,f,DE
40609,20110307,f,DE
40610,20110308,f,DE
40611,20110309,f,DE
40612,20110310,f,DE
40613,20110311,f,DE
40614,20110312,f,DE
40615,20110313,f,DE
40616,20110314,f,DE
40617,20110315,f,DE
40618,20110316,f,DE
40619,20110317,f,DE
40620,20110318,f,DE
40621,20110319,f,DE
40622,20110320,f,DE
40623,20110321,f,DE
40624,20110322,f,DE
40625,20110323,f,DE
40626,20110324,f,DE
40627,20110325,f,DE
40628,20110326,f,DE
40629,20110327,f,DE
40630,20110328,f,DE
40631,20110329,f,DE
40632,20110330,f,DE
40633,20110331,f,DE
40634,20110401,f,DE
40635,20110402,f,DE
40636,20110403,f,DE
40637,20110404,f,DE
40638,20110405,f,DE
40639,20110406,f,DE
40640,20110407,f,DE
40641,20110408,f,DE
40642,20110409,f,DE
40643,20110410,f,DE
40644,20110411,f,DE
40645,20110412,f,DE
40646,20110413,f,DE
40647,20110414,f,DE
40648,20110415,f,DE
40649,20110416,f,DE
40650,20110417,f,DE
40651,20110418,f,DE
40652,20110419,f,DE
40653,20110420,f,DE
40654,20110421,f,DE
40655,20110422,f,DE
40656,20110423,f,DE
40657,20110424,f,DE
40658,20110425,f,DE
40659,20110426,f,DE
40660,20110427,f,DE
40661,20110428,f,DE
40662,20110429,f,DE
40663,20110430,f,DE
40664,20110501,f,DE
40665,20110502,f,DE
40666,20110503,f,DE
40667,20110504,f,DE
40668,20110505,f,DE
40669,20110506,f,DE
40670,20110507,f,DE
40671,20110508,f,DE
40672,20110509,f,DE
40673,20110510,f,DE
40674,20110511,f,DE
40675,20110512,f,DE
40676,20110513,f,DE
40677,20110514,f,DE
40678,20110515,f,DE
40679,20110516,f,DE
40680,20110517,f,DE
40681,20110518,f,DE
40682,20110519,f,DE
40683,20110520,f,DE
40684,20110521,f,DE
40685,20110522,f,DE
40686,20110523,f,DE
40687,20110524,f,DE
40688,20110525,f,DE
40689,20110526,f,DE
40690,20110527,f,DE
40691,20110528,f,DE
40692,20110529,f,DE
40693,20110530,f,DE
40694,20110531,f,DE
40695,20110601,f,DE
40696,20110602,f,DE
40697,20110603,f,DE
40698,20110604,f,DE
40699,20110605,f,DE
40700,20110606,f,DE
40701,20110607,f,DE
40702,20110608,f,DE
40703,20110609,f,DE
40704,20110610,f,DE
40705,20110611,f,DE
40706,20110612,f,DE
40707,20110613,f,DE
40708,20110614,f,DE
40709,20110615,f,DE
40710,20110616,f,DE
40711,20110617,f,DE
40712,20110618,f,DE
40713,20110619,f,DE
40714,20110620,f,DE
40715,20110621,f,DE
40716,20110622,f,DE
40717,20110623,f,DE
40718,20110624,f,DE
40719,20110625,f,DE
40720,20110626,f,DE
40721,20110627,f,DE
40722,20110628,f,DE
40723,20110629,f,DE
40724,20110630,f,DE
40725,20110701,f,DE
40726,20110702,f,DE
40727,20110703,f,DE
40728,20110704,f,DE
40729,20110705,f,DE
40730,20110706,f,DE
40731,20110707,f,DE
40732,20110708,f,DE
40733,20110709,f,DE
40734,20110710,f,DE
40735,20110711,f,DE
40736,20110712,f,DE
40737,20110713,f,DE
40738,20110714,f,DE
40739,20110715,f,DE
40740,20110716,f,DE
40741,20110717,f,DE
40742,20110718,f,DE
40743,20110719,f,DE
40744,20110720,f,DE
40745,20110721,f,DE
40746,20110722,f,DE
40747,20110723,f,DE
40748,20110724,f,DE
40749,20110725,f,DE
40750,20110726,f,DE
40751,20110727,f,DE
40752,20110728,f,DE
40753,20110729,f,DE
40754,20110730,f,DE
40755,20110731,f,DE
40756,20110801,t,DE
40757,20110802,t,DE
40758,20110803,t,DE
40759,20110804,t,DE
40760,20110805,t,DE
40761,20110806,t,DE
40762,20110807,t,DE
40763,20110808,t,DE
40764,20110809,t,DE
40765,20110810,t,DE
40766,20110811,t,DE
40767,20110812,t,DE
40768,20110813,t,DE
40769,20110814,t,DE
40770,20110815,t,DE
40771,20110816,t,DE
40772,20110817,t,DE
40773,20110818,t,DE
40774,20110819,t,DE
40775,20110820,t,DE
40776,20110821,t,DE
40777,20110822,t,DE
40778,20110823,t,DE
40779,20110824,t,DE
40780,20110825,t,DE
40781,20110826,t,DE
40782,20110827,t,DE
40783,20110828,t,DE
40784,20110829,t,DE
40785,20110830,t,DE
40786,20110831,t,DE
40787,20110901,t,DE
40788,20110902,t,DE
40789,20110903,t,DE
40790,20110904,t,DE
40791,20110905,t,DE
40792,20110906,t,DE
40793,20110907,t,DE
40794,20110908,t,DE
40795,20110909,t,DE
40796,20110910,t,DE
40797,20110911,t,DE
40798,20110912,t,DE
40799,20110913,t,DE
40800,20110914,t,DE
40801,20110915,t,DE
40802,20110916,t,DE
40803,20110917,t,DE
40804,20110918,t,DE
40805,20110919,t,DE
40806,20110920,t,DE
40807,20110921,t,DE
40808,20110922,t,DE
40809,20110923,t,DE
40810,20110924,t,DE
40811,20110925,t,DE
40812,20110926,t,DE
40813,20110927,t,DE
40814,20110928,t,DE
40815,20110929,t,DE
40816,20110930,t,DE
40817,20111001,t,DE
40818,20111002,t,DE
40819,20111003,t,DE
40820,20111004,t,DE
40821,20111005,t,DE
40822,20111006,t,DE
40823,20111007,t,DE
40824,20111008,t,DE
40825,20111009,t,DE
40826,20111010,t,DE
40827,20111011,t,DE
40828,20111012,t,DE
40829,20111013,t,DE
40830,20111014,t,DE
40831,20111015,t,DE
40832,20111016,t,DE
40833,20111017,t,DE
40834,20111018,t,DE
40835,20111019,t,DE
40836,20111020,t,DE
40837,20111021,t,DE
40838,20111022,t,DE
40839,20111023,t,DE
40840,20111024,t,DE
40841,20111025,t,DE
40842,20111026,t,DE
40843,20111027,t,DE
40844,20111028,t,DE
40845,20111029,t,DE
40846,20111030,t,DE
40847,20111031,t,DE
40848,20111101,t,DE
40849,20111102,t,DE
40850,20111103,t,DE
40851,20111104,t,DE
40852,20111105,t,DE
40853,20111106,t,DE
40854,20111107,t,DE
40855,20111108,t,DE
40856,20111109,t,DE
40857,20111110,t,DE
40858,20111111,t,DE
40859,20111112,t,DE
40860,20111113,t,DE
40861,20111114,t,DE
40862,20111115,t,DE
40863,20111116,t,DE
40864,20111117,t,DE
40865,20111118,t,DE
40866,20111119,t,DE
40867,20111120,t,DE
40868,20111121,t,DE
40869,20111122,t,DE
40870,20111123,t,DE
40871,20111124,t,DE
40872,20111125,t,DE
40873,20111126,t,DE
40874,20111127,t,DE
40875,20111128,t,DE
40876,20111129,t,DE
40877,20111130,t,DE
40878,20111201,t,DE
40879,20111202,t,DE
40880,20111203,t,DE
40881,20111204,t,DE
40882,20111205,t,DE
40883,20111206,t,DE
40884,20111207,t,DE
40885,20111208,t,DE
40886,20111209,t,DE
40887,20111210,t,DE
40888,20111211,t,DE
40889,20111212,t,DE
40890,20111213,t,DE
40891,20111214,t,DE
40892,20111215,t,DE
40893,20111216,t,DE
40894,20111217,t,DE
40895,20111218,t,DE
40896,20111219,t,DE
40897,20111220,t,DE
40898,20111221,t,DE
40899,20111222,t,DE
40900,20111223,t,DE
40901,20111224,t,DE
40902,20111225,t,DE
40903,20111226,t,DE
40904,20111227,t,DE
40905,20111228,t,DE
40906,20111229,t,DE
40907,20111230,t,DE
40908,20111231,t,DE
40909,20120101,t,DE
40910,20120102,t,DE
40911,20120103,t,DE
40912,20120104,t,DE
40913,20120105,t,DE
40914,20120106,t,DE
40915,20120107,t,DE
40916,20120108,t,DE
40917,20120109,t,DE
40918,20120110,t,DE
40919,20120111,t,DE
40920,20120112,t,DE
40921,20120113,t,DE
40922,20120114,t,DE
40923,20120115,t,DE
40924,20120116,t,DE
40925,20120117,t,DE
40926,20120118,t,DE
40927,20120119,t,DE
40928,20120120,t,DE
40929,20120121,t,DE
40930,20120122,t,DE
40931,20120123,t,DE
40932,20120124,t,DE
40933,20120125,t,DE
40934,20120126,t,DE
40935,20120127,t,DE
40936,20120128,t,DE
40937,20120129,t,DE
40938,20120130,t,DE
40939,20120131,t,DE
40940,20120201,t,DE
40941,20120202,t,DE
40942,20120203,t,DE
40943,20120204,t,DE
40944,20120205,t,DE
40945,20120206,t,DE
40946,20120207,t,DE
40947,20120208,t,DE
40948,20120209,t,DE
40949,20120210,t,DE
40950,20120211,t,DE
40951,20120212,t,DE
40952,20120213,t,DE
40953,20120214,t,DE
40954,20120215,t,DE
40955,20120216,t,DE
40956,20120217,t,DE
40957,20120218,t,DE
40958,20120219,t,DE
40959,20120220,t,DE
40960,20120221,t,DE
40961,20120222,t,DE
40962,20120223,t,DE
40963,20120224,t,DE
40964,20120225,t,DE
40965,20120226,t,DE
40966,20120227,t,DE
40967,20120228,t,DE
40968,20120229,t,DE
40969,20120301,t,DE
40970,20120302,t,DE
40971,20120303,t,DE
40972,20120304,t,DE
40973,20120305,t,DE
40974,20120306,t,DE
40975,20120307,t,DE
40976,20120308,t,DE
40977,20120309,t,DE
40978,20120310,t,DE
40979,20120311,t,DE
40980,20120312,t,DE
40981,20120313,t,DE
40982,20120314,t,DE
40983,20120315,t,DE
40984,20120316,t,DE
40985,20120317,t,DE
40986,20120318,t,DE
40987,20120319,t,DE
40988,20120320,t,DE
40989,20120321,t,DE
40990,20120322,t,DE
40991,20120323,t,DE
40992,20120324,t,DE
40993,20120325,t,DE
40994,20120326,t,DE
40995,20120327,t,DE
40996,20120328,t,DE
40997,20120329,t,DE
40998,20120330,t,DE
40999,20120331,t,DE
41000,20120401,t,DE
41001,20120402,t,DE
41002,20120403,t,DE
41003,20120404,t,DE
41004,20120405,t,DE
41005,20120406,t,DE
41006,20120407,t,DE
41007,20120408,t,DE
41008,20120409,t,DE
41009,20120410,t,DE
41010,20120411,t,DE
41011,20120412,t,DE
41012,20120413,t,DE
41013,20120414,t,DE
41014,20120415,t,DE
41015,20120416,t,DE
41016,20120417,t,DE
41017,20120418,t,DE
41018,20120419,t,DE
41019,20120420,t,DE
41020,20120421,t,DE
41021,20120422,t,DE
41022,20120423,t,DE
41023,20120424,t,DE
41024,20120425,t,DE
41025,20120426,t,DE
41026,20120427,t,DE
41027,20120428,t,DE
41028,20120429,t,DE
41029,20120430,t,DE
41030,20120501,t,DE
41031,20120502,t,DE
41032,20120503,t,DE
41033,20120504,t,DE
41034,20120505,t,DE
